"date","latitude","longitude","redd_id","velocity","redd_count","run","species","depth_m","num_of_fish_on_redd"
2011-09-19,39.218806146,-121.301818621,"20110919 001",0.733333333333333,1,"not recorded","chinook",0.88,0
2011-09-19,39.218769561,-121.302020725,"20110919 002",0.925,1,"not recorded","chinook",1.12,0
2011-09-19,39.218765435,-121.302090816,"20110919 003",0.935,1,"not recorded","chinook",1.05,0
2011-09-19,39.219237503,-121.304065161,"20110919 004",0.49,1,"not recorded","chinook",0.67,0
2011-09-19,39.219316199,-121.30430252,"20110919 005",0.47,1,"not recorded","chinook",0.64,0
2011-09-19,39.219341126,-121.304762422,"20110919 006",0.75,1,"not recorded","chinook",0.74,0
2011-09-19,39.21931536,-121.304754334,"20110919 007",0.97,1,"not recorded","chinook",0.75,0
2011-09-19,39.218015668,-121.359567561,"20110919 008",0.82,1,"not recorded","chinook",0.48,0
2011-09-23,39.202467305,-121.451273327,"20110923 001",1.08,1,"not recorded","chinook",0.3,0
2011-09-23,39.202478889,-121.451240001,"20110923 002",1.07,1,"not recorded","chinook",0.35,0
2011-09-26,39.234773278,-121.273905024,"20110926 001",0.36,1,"not recorded","chinook",0.74,2
2011-09-26,39.234780698,-121.273920706,"20110926 002",0.35,1,"not recorded","chinook",1.06,1
2011-09-26,39.234760646,-121.273990143,"20110926 003",0.37,1,"not recorded","chinook",0.99,0
2011-09-26,39.234698051,-121.273982737,"20110926 004",0.45,1,"not recorded","chinook",0.54,0
2011-09-26,39.233089236,-121.27506779,"20110926 005",0.63,1,"not recorded","chinook",0.78,0
2011-09-26,39.233032315,-121.275154547,"20110926 006",0.45,1,"not recorded","chinook",0.8,0
2011-09-26,39.233011848,-121.275123524,"20110926 007",0.445,1,"not recorded","chinook",0.85,0
2011-09-26,39.230455004,-121.278556614,"20110926 008",0.74,1,"not recorded","chinook",0.68,0
2011-10-03,39.234846838,-121.273808429,"20111003 001",0.315,1,"not recorded","chinook",0.91,0
2011-10-03,39.234804246,-121.27386027,"20111003 002",0.29,1,"not recorded","chinook",0.78,0
2011-10-03,39.234764829,-121.273860792,"20111003 003",0.31,1,"not recorded","chinook",0.68,1
2011-10-03,39.234772793,-121.273888323,"20111003 004",0.27,1,"not recorded","chinook",0.45,0
2011-10-03,39.234725956,-121.273940945,"20111003 005",0.45,1,"not recorded","chinook",0.41,0
2011-10-03,39.234705215,-121.273970481,"20111003 006",0.35,1,"not recorded","chinook",0.45,0
2011-10-03,39.233023709,-121.27505113,"20111003 007",0.595,1,"not recorded","chinook",1.16,0
2011-10-03,39.230496294,-121.278475389,"20111003 008",0.39,1,"not recorded","chinook",0.52,0
2011-10-03,39.230504258,-121.280905677,"20111003 009",0.32,1,"not recorded","chinook",0.21,0
2011-10-03,39.230643683,-121.283299788,"20111003 010",0.44,1,"not recorded","chinook",0.8,0
2011-10-03,39.23061488,-121.283346841,"20111003 011",1.15,1,"not recorded","chinook",0.67,0
2011-10-03,39.230906854,-121.283520381,"20111003 013",0.46,1,"not recorded","chinook",0.74,1
2011-10-13,39.234876703,-121.27370594,"20111013 001",0.155,1,"not recorded","chinook",0.87,0
2011-10-13,39.234859597,-121.273782686,"20111013 002",0.255,1,"not recorded","chinook",1.04,0
2011-10-13,39.23480536,-121.273838988,"20111013 003",0.275,1,"not recorded","chinook",0.81,0
2011-10-13,39.234754221,-121.273851474,"20111013 004",0.22,1,"not recorded","chinook",0.42,0
2011-10-13,39.233149119,-121.275035439,"20111013 005",0.635,1,"not recorded","chinook",0.99,0
2011-10-13,39.233096865,-121.275114087,"20111013 006",0.63,1,"not recorded","chinook",0.68,0
2011-10-13,39.233046803,-121.275194038,"20111013 007",0.32,1,"not recorded","chinook",0.68,0
2011-10-13,39.22999557,-121.279623892,"20111013 008",0.01,1,"not recorded","chinook",0.41,2
2011-10-13,39.230375848,-121.280598627,"20111013 009",0.19,1,"not recorded","chinook",0.06,2
2011-10-13,39.230411732,-121.280703774,"20111013 010",0.25,1,"not recorded","chinook",0.32,0
2011-10-13,39.230498007,-121.280862445,"20111013 011",0.51,1,"not recorded","chinook",0.16,1
2011-10-13,39.230497717,-121.281129164,"20111013 012",0.63,1,"not recorded","chinook",0.1,2
2011-10-13,39.230520589,-121.281135554,"20111013 013",0.61,1,"not recorded","chinook",0.08,2
2011-10-13,39.2305353,-121.281226673,"20111013 014",0.21,1,"not recorded","chinook",0.2,1
2011-10-13,39.230514876,-121.281215185,"20111013 015",0.39,1,"not recorded","chinook",0.2,0
2011-10-13,39.230524906,-121.281260731,"20111013 016",0.35,1,"not recorded","chinook",0.08,0
2011-10-13,39.230528504,-121.281285522,"20111013 017",0.45,1,"not recorded","chinook",0.09,1
2011-10-13,39.230539286,-121.281323201,"20111013 018",0.22,1,"not recorded","chinook",0.05,0
2011-10-17,39.234763529,-121.273870957,"20111017 001",0.16,1,"not recorded","chinook",0.6,0
2011-10-17,39.234791246,-121.27382796,"20111017 002",0.27,1,"not recorded","chinook",0.6,0
2011-10-17,39.234725225,-121.273943452,"20111017 003",0.5,1,"not recorded","chinook",0.35,2
2011-10-17,39.233062317,-121.275178995,"20111017 004",0.3,1,"not recorded","chinook",0.68,1
2011-10-17,39.230458383,-121.278503763,"20111017 005",0.43,1,"not recorded","chinook",0.63,0
2011-10-17,39.230479366,-121.278506046,"20111017 006",0.44,1,"not recorded","chinook",0.48,1
2011-10-17,39.23049065,-121.278572123,"20111017 007",0.3,1,"not recorded","chinook",0.34,1
2011-10-18,39.220025681,-121.298843967,"20111018 001",0.83,1,"not recorded","chinook",0.5,0
2011-10-18,39.219981398,-121.298852219,"20111018 002",0.78,1,"not recorded","chinook",0.55,0
2011-10-18,39.219950764,-121.29882507,"20111018 003",0.49,1,"not recorded","chinook",0.55,0
2011-10-18,39.219928896,-121.298814821,"20111018 004",0.44,1,"not recorded","chinook",0.42,0
2011-10-18,39.21992977,-121.298866792,"20111018 005",0.67,1,"not recorded","chinook",0.6,0
2011-10-18,39.219893542,-121.298855608,"20111018 006",0.65,1,"not recorded","chinook",0.56,0
2011-10-18,39.219881495,-121.298892601,"20111018 007",0.58,1,"not recorded","chinook",0.68,1
2011-10-18,39.219834967,-121.298865008,"20111018 008",0.85,1,"not recorded","chinook",0.5,0
2011-10-18,39.219802984,-121.298888753,"20111018 009",0.88,1,"not recorded","chinook",0.54,0
2011-10-18,39.219753303,-121.298942677,"20111018 010",0.86,1,"not recorded","chinook",0.58,0
2011-10-18,39.219733795,-121.298904628,"20111018 011",0.9,1,"not recorded","chinook",0.59,2
2011-10-18,39.219669674,-121.298903903,"20111018 012",0.96,1,"not recorded","chinook",0.4,0
2011-10-18,39.219655776,-121.298947022,"20111018 013",1.17,1,"not recorded","chinook",0.38,0
2011-10-18,39.219571072,-121.298960423,"20111018 014",1.09,1,"not recorded","chinook",0.52,2
2011-10-18,39.218851736,-121.301616308,"20111018 015",0.5,1,"not recorded","chinook",0.8,0
2011-10-18,39.218765703,-121.301681898,"20111018 016",0.73,1,"not recorded","chinook",0.68,0
2011-10-18,39.21871923,-121.301711822,"20111018 017",0.87,1,"not recorded","chinook",0.8,0
2011-10-18,39.218749393,-121.301816315,"20111018 018",0.97,1,"not recorded","chinook",0.84,3
2011-10-18,39.218652076,-121.302024342,"20111018 019",0.795,1,"not recorded","chinook",0.78,0
2011-10-18,39.218683553,-121.302113584,"20111018 020",0.855,1,"not recorded","chinook",0.88,0
2011-10-18,39.218641214,-121.302235476,"20111018 021",1.18,1,"not recorded","chinook",0.74,0
2011-10-18,39.218614724,-121.302434203,"20111018 022",0.97,1,"not recorded","chinook",0.5,0
2011-10-18,39.218649024,-121.302510495,"20111018 023",0.97,1,"not recorded","chinook",0.8,0
2011-10-18,39.218674239,-121.302578828,"20111018 024",1.09,1,"not recorded","chinook",0.7,0
2011-10-18,39.218852964,-121.301934858,"20111018 025",0.935,1,"not recorded","chinook",0.9,0
2011-10-18,39.219201253,-121.303911149,"20111018 027",0.37,1,"not recorded","chinook",0.57,0
2011-10-18,39.219242311,-121.304157978,"20111018 028",0.366666666666667,1,"not recorded","chinook",0.8,0
2011-10-18,39.219282296,-121.304189112,"20111018 029",0.52,1,"not recorded","chinook",0.7,0
2011-10-18,39.219296308,-121.304241545,"20111018 030",0.52,1,"not recorded","chinook",0.72,0
2011-10-18,39.219326954,-121.30429999,"20111018 031",0.585,1,"not recorded","chinook",0.8,0
2011-10-18,39.219297881,-121.304350306,"20111018 032",0.66,1,"not recorded","chinook",0.62,0
2011-10-18,39.219299219,-121.304395979,"20111018 033",0.78,1,"not recorded","chinook",0.64,3
2011-10-18,39.219333268,-121.304376276,"20111018 034",0.73,1,"not recorded","chinook",0.44,0
2011-10-18,39.219371337,-121.304435417,"20111018 035",0.44,1,"not recorded","chinook",0.68,0
2011-10-18,39.219342248,-121.304442937,"20111018 036",0.72,1,"not recorded","chinook",0.76,0
2011-10-18,39.219353574,-121.304494677,"20111018 037",0.57,1,"not recorded","chinook",0.72,0
2011-10-18,39.21939883,-121.304521583,"20111018 038",0.52,1,"not recorded","chinook",0.64,1
2011-10-18,39.21938101,-121.304588294,"20111018 039",0.64,1,"not recorded","chinook",0.56,0
2011-10-18,39.219415373,-121.304649918,"20111018 040",0.62,1,"not recorded","chinook",0.36,0
2011-10-18,39.21938977,-121.304723627,"20111018 041",0.81,1,"not recorded","chinook",0.4,0
2011-10-18,39.219357433,-121.304778779,"20111018 042",0.9,1,"not recorded","chinook",0.76,0
2011-10-18,39.219399289,-121.304940513,"20111018 043",0.58,1,"not recorded","chinook",0.58,4
2011-10-18,39.219426238,-121.305061791,"20111018 044",0.5,1,"not recorded","chinook",0.54,0
2011-10-18,39.219410028,-121.305258577,"20111018 045",0.95,1,"not recorded","chinook",0.46,0
2011-10-18,39.229600189,-121.327966099,"20111018 046",0.95,1,"not recorded","chinook",0.66,0
2011-10-18,39.22957876,-121.327936313,"20111018 047",0.84,1,"not recorded","chinook",0.66,0
2011-10-18,39.2295548,-121.327976358,"20111018 048",0.82,1,"not recorded","chinook",0.82,0
2011-10-18,39.22944613,-121.327876751,"20111018 049",0.7,1,"not recorded","chinook",0.38,0
2011-10-18,39.229401577,-121.327915969,"20111018 050",0.77,1,"not recorded","chinook",0.6,0
2011-10-18,39.229323305,-121.327951459,"20111018 051",1.065,1,"not recorded","chinook",0.82,0
2011-10-18,39.229188644,-121.32787097,"20111018 052",0.42,1,"not recorded","chinook",0.5,0
2011-10-18,39.229102649,-121.327927184,"20111018 053",1.29,1,"not recorded","chinook",0.7,0
2011-10-18,39.226799673,-121.327366227,"20111018 054",0.6,1,"not recorded","chinook",0.75,0
2011-10-18,39.226759189,-121.327295862,"20111018 055",0.89,1,"not recorded","chinook",0.74,0
2011-10-18,39.226819123,-121.327266532,"20111018 056",0.69,1,"not recorded","chinook",0.64,2
2011-10-18,39.226751098,-121.327206377,"20111018 057",0.73,1,"not recorded","chinook",0.68,0
2011-10-18,39.226747773,-121.327275896,"20111018 058",0.84,1,"not recorded","chinook",0.64,0
2011-10-18,39.22670888,-121.327294597,"20111018 059",0.88,1,"not recorded","chinook",0.72,0
2011-10-18,39.226698182,-121.327346842,"20111018 060",0.85,1,"not recorded","chinook",0.7,0
2011-10-18,39.226598946,-121.32732449,"20111018 061",0.69,1,"not recorded","chinook",0.75,0
2011-10-18,39.220926695,-121.329152367,"20111018 062",0.81,1,"not recorded","chinook",0.5,0
2011-10-18,39.22087551,-121.329150202,"20111018 063",0.89,1,"not recorded","chinook",0.52,0
2011-10-18,39.220859036,-121.329089286,"20111018 064",0.86,1,"not recorded","chinook",0.62,0
2011-10-18,39.220594539,-121.329123876,"20111018 065",1.01,1,"not recorded","chinook",1.06,0
2011-10-18,39.220526762,-121.329162965,"20111018 066",1.11,1,"not recorded","chinook",0.9,0
2011-10-18,39.220499222,-121.329226386,"20111018 067",1.065,1,"not recorded","chinook",0.8,0
2011-10-18,39.220407738,-121.3295055,"20111018 068",0.75,1,"not recorded","chinook",0.78,1
2011-10-18,39.220857217,-121.328760253,"20111018 069",1.21,1,"not recorded","chinook",0.66,0
2011-10-18,39.220490186,-121.329014821,"20111018 070",0.93,1,"not recorded","chinook",0.7,0
2011-10-18,39.220400809,-121.329093358,"20111018 071",1.14,1,"not recorded","chinook",0.84,0
2011-10-19,39.220068558,-121.343304825,"20111019 001",0.77,1,"not recorded","chinook",0.75,0
2011-10-19,39.219735028,-121.358933711,"20111019 002",0.91,1,"not recorded","chinook",0.38,1
2011-10-19,39.219680833,-121.358879649,"20111019 003",0.89,1,"not recorded","chinook",0.4,0
2011-10-19,39.219751609,-121.358721906,"20111019 004",1,1,"not recorded","chinook",0.56,3
2011-10-19,39.219686803,-121.358618407,"20111019 005",0.96,1,"not recorded","chinook",0.6,0
2011-10-19,39.219692661,-121.358538705,"20111019 006",1.03,1,"not recorded","chinook",0.6,0
2011-10-19,39.219679579,-121.358491241,"20111019 007",0.98,1,"not recorded","chinook",0.56,0
2011-10-19,39.219763707,-121.358435634,"20111019 008",0.84,1,"not recorded","chinook",0.58,1
2011-10-19,39.219666363,-121.358411989,"20111019 009",0.98,1,"not recorded","chinook",0.52,0
2011-10-19,39.219616517,-121.35845771,"20111019 010",1.19,1,"not recorded","chinook",0.48,0
2011-10-19,39.219639823,-121.358547615,"20111019 011",1.22,1,"not recorded","chinook",0.6,0
2011-10-19,39.219568941,-121.358547356,"20111019 012",1.45,1,"not recorded","chinook",0.56,0
2011-10-19,39.219620008,-121.358637625,"20111019 013",1.26,1,"not recorded","chinook",0.48,0
2011-10-19,39.219662352,-121.358795638,"20111019 014",1.2,1,"not recorded","chinook",0.48,0
2011-10-19,39.21965966,-121.358948379,"20111019 015",0.81,1,"not recorded","chinook",0.32,0
2011-10-19,39.219644256,-121.358980699,"20111019 016",0.91,1,"not recorded","chinook",0.28,3
2011-10-19,39.219589647,-121.358949542,"20111019 017",1.29,1,"not recorded","chinook",0.26,0
2011-10-19,39.219553063,-121.358901334,"20111019 018",1.16,1,"not recorded","chinook",0.36,2
2011-10-19,39.219553875,-121.358859452,"20111019 019",0.87,1,"not recorded","chinook",0.4,0
2011-10-19,39.219513943,-121.358992356,"20111019 020",0.78,1,"not recorded","chinook",0.26,5
2011-10-19,39.218114142,-121.359514456,"20111019 021",0.71,1,"not recorded","chinook",0.66,0
2011-10-19,39.218051176,-121.359519864,"20111019 022",0.85,1,"not recorded","chinook",0.76,0
2011-10-19,39.218019346,-121.359545645,"20111019 023",0.58,1,"not recorded","chinook",0.62,0
2011-10-19,39.217937795,-121.359560507,"20111019 024",0.87,1,"not recorded","chinook",0.7,0
2011-10-19,39.217855901,-121.359596554,"20111019 025",0.42,1,"not recorded","chinook",0.46,0
2011-10-19,39.21778189,-121.359627939,"20111019 026",0.53,1,"not recorded","chinook",0.4,0
2011-10-19,39.217732429,-121.359622672,"20111019 027",0.83,1,"not recorded","chinook",0.56,0
2011-10-19,39.217700092,-121.359643828,"20111019 028",0.66,1,"not recorded","chinook",0.58,0
2011-10-19,39.217640233,-121.359693972,"20111019 029",0.62,1,"not recorded","chinook",0.28,0
2011-10-19,39.217610324,-121.359627667,"20111019 030",1.04,1,"not recorded","chinook",0.4,0
2011-10-19,39.220543866,-121.379993984,"20111019 031",0.69,1,"not recorded","chinook",0.4,2
2011-10-19,39.220557979,-121.379946354,"20111019 032",0.8,1,"not recorded","chinook",0.42,0
2011-10-19,39.220509974,-121.380266713,"20111019 033",0.71,1,"not recorded","chinook",0.48,0
2011-10-19,39.220506998,-121.380397738,"20111019 034",0.94,1,"not recorded","chinook",0.58,0
2011-10-19,39.220463767,-121.38038067,"20111019 035",0.9,1,"not recorded","chinook",0.56,0
2011-10-19,39.220416897,-121.380241062,"20111019 036",0.78,1,"not recorded","chinook",0.4,0
2011-10-19,39.220354347,-121.380093786,"20111019 037",0.74,1,"not recorded","chinook",0.42,0
2011-10-19,39.220284846,-121.379954219,"20111019 038",0.67,1,"not recorded","chinook",0.62,0
2011-10-19,39.220534942,-121.386204986,"20111019 039",0.68,1,"not recorded","chinook",0.56,0
2011-10-19,39.220540339,-121.386290155,"20111019 040",0.94,1,"not recorded","chinook",0.54,0
2011-10-19,39.22054566,-121.386343393,"20111019 041",0.98,1,"not recorded","chinook",0.5,0
2011-10-19,39.220439664,-121.386234425,"20111019 042",0.84,1,"not recorded","chinook",0.36,0
2011-10-19,39.220440738,-121.386300124,"20111019 043",0.71,1,"not recorded","chinook",0.32,0
2011-10-19,39.220407335,-121.386395422,"20111019 044",0.83,1,"not recorded","chinook",0.4,1
2011-10-19,39.219010667,-121.410873995,"20111019 045",0.5,1,"not recorded","chinook",0.36,0
2011-10-19,39.216569623,-121.422067067,"20111019 046",0.68,1,"not recorded","chinook",0.42,0
2011-10-19,39.216580491,-121.422194547,"20111019 047",0.92,1,"not recorded","chinook",0.48,0
2011-10-19,39.216518686,-121.42233391,"20111019 048",0.81,1,"not recorded","chinook",0.4,0
2011-10-19,39.216532875,-121.422500654,"20111019 049",1.26,1,"not recorded","chinook",0.52,0
2011-10-19,39.216456549,-121.422581579,"20111019 050",0.86,1,"not recorded","chinook",0.4,0
2011-10-19,39.218843697,-121.301740717,"20111019 502",0.595,1,"not recorded","chinook",1,0
2011-10-19,39.218837685,-121.301794729,"20111019 503",0.65,1,"not recorded","chinook",1.1,0
2011-10-19,39.218784681,-121.30188599,"20111019 504",0.495,1,"not recorded","chinook",1,0
2011-10-19,39.218783293,-121.301892692,"20111019 505",0.605,1,"not recorded","chinook",1.2,0
2011-10-19,39.218773198,-121.302007056,"20111019 506",0.71,1,"not recorded","chinook",1.2,0
2011-10-19,39.218753696,-121.30219803,"20111019 507",1.065,1,"not recorded","chinook",1.2,0
2011-10-19,39.218797334,-121.302685514,"20111019 508",0.97,1,"not recorded","chinook",1.2,0
2011-10-19,39.216714953,-121.422682926,"20111019 509",1.26,1,"not recorded","chinook",0.6,0
2011-10-19,39.216783284,-121.422628721,"20111019 510",0.63,1,"not recorded","chinook",0.4,1
2011-10-19,39.216807117,-121.422514478,"20111019 511",0.42,1,"not recorded","chinook",0.6,0
2011-10-19,39.21679126,-121.422460319,"20111019 512",0.69,1,"not recorded","chinook",0.6,0
2011-10-20,39.20682541,-121.447615852,"20111020 001",0.52,1,"not recorded","chinook",0.32,0
2011-10-20,39.206487953,-121.447720218,"20111020 002",1.03,1,"not recorded","chinook",0.66,0
2011-10-20,39.206467464,-121.447682641,"20111020 003",0.89,1,"not recorded","chinook",0.6,0
2011-10-20,39.206415298,-121.447694263,"20111020 004",0.78,1,"not recorded","chinook",0.58,0
2011-10-20,39.20641105,-121.447806531,"20111020 005",1.06,1,"not recorded","chinook",0.62,0
2011-10-20,39.206354676,-121.447774906,"20111020 006",0.99,1,"not recorded","chinook",0.4,0
2011-10-20,39.20278423,-121.450944795,"20111020 007",0.97,1,"not recorded","chinook",0.48,0
2011-10-20,39.202700464,-121.451038295,"20111020 008",1.19,1,"not recorded","chinook",0.42,0
2011-10-20,39.202650063,-121.451171582,"20111020 009",1.34,1,"not recorded","chinook",0.22,3
2011-10-20,39.202702336,-121.451309404,"20111020 010",0.65,1,"not recorded","chinook",0.28,1
2011-10-20,39.202487248,-121.45120127,"20111020 011",1.06,1,"not recorded","chinook",0.48,0
2011-10-20,39.202478407,-121.451255912,"20111020 012",0.82,1,"not recorded","chinook",0.3,1
2011-10-20,39.202465194,-121.451290446,"20111020 013",0.72,1,"not recorded","chinook",0.36,0
2011-10-20,39.202408576,-121.451330259,"20111020 014",0.48,1,"not recorded","chinook",0.2,2
2011-10-20,39.20239266,-121.451205635,"20111020 015",0.87,1,"not recorded","chinook",0.72,0
2011-10-20,39.202273969,-121.45139207,"20111020 016",0.61,1,"not recorded","chinook",0.46,0
2011-10-20,39.201995042,-121.451952395,"20111020 017",0.555,1,"not recorded","chinook",0.8,0
2011-10-20,39.200564535,-121.460912874,"20111020 018",0.67,1,"not recorded","chinook",0.64,0
2011-10-20,39.20031568,-121.461623278,"20111020 019",0.7,1,"not recorded","chinook",0.64,0
2011-10-20,39.196627362,-121.466681171,"20111020 020",0.32,1,"not recorded","chinook",0.34,0
2011-10-20,39.194419048,-121.470680468,"20111020 021",0.8,1,"not recorded","chinook",0.44,0
2011-10-20,39.194388222,-121.470600999,"20111020 022",0.94,1,"not recorded","chinook",0.38,0
2011-10-20,39.194352676,-121.471028318,"20111020 023",1.08,1,"not recorded","chinook",0.6,1
2011-10-20,39.194391864,-121.475641247,"20111020 024",0.88,1,"not recorded","chinook",0.26,2
2011-10-20,39.167612767,-121.53675447,"20111020 501",0.9,1,"not recorded","chinook",0.7,0
2011-10-20,39.167754835,-121.536577083,"20111020 502",0.82,1,"not recorded","chinook",0.6,0
2011-10-20,39.169240866,-121.535052379,"20111020 503",0.72,1,"not recorded","chinook",0.5,0
2011-10-20,39.169238655,-121.535047051,"20111020 504",0.52,1,"not recorded","chinook",0.4,0
2011-10-20,39.169271418,-121.535009258,"20111020 505",0.66,1,"not recorded","chinook",0.4,0
2011-10-20,39.173526874,-121.527524191,"20111020 506",0.5,1,"not recorded","chinook",0.4,0
2011-10-25,39.234757995,-121.273836258,"20111025 001",0.2,1,"not recorded","chinook",0.44,0
2011-10-25,39.23478169,-121.273905785,"20111025 002",0.395,1,"not recorded","chinook",0.94,0
2011-10-25,39.234753724,-121.273855721,"20111025 003",0.34,1,"not recorded","chinook",0.52,0
2011-10-25,39.234739552,-121.273897445,"20111025 004",0.39,1,"not recorded","chinook",0.4,0
2011-10-25,39.233157924,-121.275050446,"20111025 005",0.53,1,"not recorded","chinook",1.1,0
2011-10-25,39.233112076,-121.275117006,"20111025 006",0.51,1,"not recorded","chinook",0.8,0
2011-10-25,39.233059923,-121.27520974,"20111025 007",0.27,1,"not recorded","chinook",1,0
2011-10-25,39.23302374,-121.275208369,"20111025 008",0.275,1,"not recorded","chinook",0.78,0
2011-10-25,39.230504427,-121.278450129,"20111025 009",0.19,1,"not recorded","chinook",0.3,1
2011-10-25,39.230495679,-121.278549054,"20111025 010",0.36,1,"not recorded","chinook",0.2,0
2011-10-25,39.230458338,-121.278659499,"20111025 011",0.64,1,"not recorded","chinook",0.75,0
2011-10-25,39.230371163,-121.280595185,"20111025 012",0.41,1,"not recorded","chinook",0.38,6
2011-10-25,39.230494486,-121.281121116,"20111025 013",0.69,1,"not recorded","chinook",0.26,0
2011-10-25,39.230534063,-121.281303044,"20111025 014",0.52,1,"not recorded","chinook",0.18,2
2011-10-31,39.23472034,-121.27391748,"20111031 001",0.38,1,"not recorded","chinook",0.48,0
2011-10-31,39.234701639,-121.273921665,"20111031 002",0.15,1,"not recorded","chinook",0.34,1
2011-10-31,39.230482044,-121.278477467,"20111031 003",0.36,1,"not recorded","chinook",0.66,0
2011-10-31,39.23046855,-121.278578621,"20111031 004",0.55,1,"not recorded","chinook",0.54,2
2011-10-31,39.230043041,-121.279589725,"20111031 005",0.3,1,"not recorded","chinook",0.21,0
2011-10-31,39.230351051,-121.280516137,"20111031 006",0.12,1,"not recorded","chinook",0.36,1
2011-10-31,39.230360562,-121.280567608,"20111031 007",0.18,1,"not recorded","chinook",0.16,0
2011-10-31,39.230380291,-121.280612151,"20111031 008",0.17,1,"not recorded","chinook",0.22,0
2011-10-31,39.230380023,-121.280642698,"20111031 009",0.27,1,"not recorded","chinook",0.2,0
2011-10-31,39.230486607,-121.280840064,"20111031 010",0.53,1,"not recorded","chinook",0.27,0
2011-10-31,39.230506707,-121.28093791,"20111031 011",0.21,1,"not recorded","chinook",0.18,0
2011-10-31,39.23050968,-121.281009163,"20111031 012",0.64,1,"not recorded","chinook",0.27,0
2011-10-31,39.230535065,-121.281259872,"20111031 013",0.04,1,"not recorded","chinook",0.1,0
2011-10-31,39.230550733,-121.281212599,"20111031 014",0.36,1,"not recorded","chinook",0.28,0
2011-10-31,39.230559441,-121.281262368,"20111031 015",0.42,1,"not recorded","chinook",0.29,0
2011-10-31,39.23056219,-121.281293836,"20111031 016",0.45,1,"not recorded","chinook",0.2,1
2011-11-07,39.230481971,-121.27845989,"20111107 001",0.315,1,"not recorded","chinook",0.88,2
2011-11-07,39.230379388,-121.280586357,"20111107 002",0.14,1,"not recorded","chinook",0.18,1
2011-11-07,39.230541915,-121.281232103,"20111107 003",0.29,1,"not recorded","chinook",0.22,1
2011-11-14,39.230358615,-121.280556522,"20111114 001",0.2,1,"not recorded","chinook",0.22,0
2011-11-14,39.230552757,-121.28127667,"20111114 002",0.43,1,"not recorded","chinook",0.22,1
2011-11-14,39.230593276,-121.281330556,"20111114 003",0.84,1,"not recorded","chinook",0.31,1
2011-11-15,39.220059517,-121.298827414,"20111115 001",0.91,1,"not recorded","chinook",0.3,0
2011-11-15,39.220013705,-121.298816944,"20111115 002",0.59,1,"not recorded","chinook",0.3,0
2011-11-15,39.219970664,-121.298827535,"20111115 003",0.37,1,"not recorded","chinook",0.48,0
2011-11-15,39.219927513,-121.298815089,"20111115 004",0.35,1,"not recorded","chinook",0.34,0
2011-11-15,39.219891101,-121.298867718,"20111115 005",0.61,1,"not recorded","chinook",0.66,0
2011-11-15,39.219915178,-121.298948208,"20111115 006",0.77,1,"not recorded","chinook",0.6,0
2011-11-15,39.219817958,-121.298939096,"20111115 007",0.61,1,"not recorded","chinook",0.64,0
2011-11-15,39.21983246,-121.298877825,"20111115 008",0.44,1,"not recorded","chinook",0.58,0
2011-11-15,39.219790575,-121.29892774,"20111115 009",0.98,1,"not recorded","chinook",0.54,0
2011-11-15,39.219821425,-121.298956095,"20111115 010",0.69,1,"not recorded","chinook",0.62,0
2011-11-15,39.219743266,-121.29889288,"20111115 011",0.6,1,"not recorded","chinook",0.56,0
2011-11-15,39.21969606,-121.298973923,"20111115 012",0.89,1,"not recorded","chinook",0.5,1
2011-11-15,39.219659922,-121.298937021,"20111115 013",0.84,1,"not recorded","chinook",0.52,0
2011-11-15,39.219564321,-121.298964462,"20111115 014",1,1,"not recorded","chinook",0.4,0
2011-11-15,39.218810412,-121.301666118,"20111115 015",0.95,1,"not recorded","chinook",0.64,2
2011-11-15,39.218925445,-121.301622145,"20111115 016",0.59,1,"not recorded","chinook",0.56,0
2011-11-15,39.218804086,-121.301679967,"20111115 017",0.67,1,"not recorded","chinook",0.6,0
2011-11-15,39.218809071,-121.301802389,"20111115 018",0.655,1,"not recorded","chinook",0.78,0
2011-11-15,39.218757399,-121.302013777,"20111115 019",0.955,1,"not recorded","chinook",1.02,0
2011-11-15,39.218760365,-121.30230522,"20111115 020",1.095,1,"not recorded","chinook",1.1,1
2011-11-15,39.218710798,-121.301858372,"20111115 021",0.88,1,"not recorded","chinook",0.74,0
2011-11-15,39.21922032,-121.304238272,"20111115 022",0.53,1,"not recorded","chinook",0.88,0
2011-11-15,39.219318598,-121.304276061,"20111115 023",0.45,1,"not recorded","chinook",0.72,0
2011-11-15,39.219294254,-121.304357286,"20111115 024",0.63,1,"not recorded","chinook",0.7,0
2011-11-15,39.21925812,-121.304386131,"20111115 025",0.64,1,"not recorded","chinook",0.8,0
2011-11-15,39.219328439,-121.304473605,"20111115 026",0.64,1,"not recorded","chinook",0.68,0
2011-11-15,39.219370701,-121.304468071,"20111115 027",0.48,1,"not recorded","chinook",0.78,0
2011-11-15,39.219422748,-121.304559452,"20111115 028",0.34,1,"not recorded","chinook",0.5,0
2011-11-15,39.219380457,-121.304614214,"20111115 029",0.63,1,"not recorded","chinook",0.54,1
2011-11-15,39.219363175,-121.30463655,"20111115 030",0.7,1,"not recorded","chinook",0.68,0
2011-11-15,39.219386011,-121.304717421,"20111115 031",0.52,1,"not recorded","chinook",0.4,0
2011-11-15,39.219385665,-121.304977889,"20111115 032",0.685,1,"not recorded","chinook",0.8,0
